chave,titulo,squad,squad_original,lake,fase,recurso,mediana_usada,data_inicio,data_fim,duracao_dias,status_atual
BF3E4-3793,[RH - 71] Entidade: External Tables - Lote 2 - TAMANHO: G,SQUAD_7,SQUAD_7,RH,Dev,Dev 3 - Squad 7,"7,01 dias",24/05/2026,27/05/2026,3.23,IN DEVELOPMENT
BF3E4-3793,[RH - 71] Entidade: External Tables - Lote 2 - TAMANHO: G,SQUAD_7,SQUAD_7,RH,QA,QA - 11,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-3764,[RH - 67] Entidade: People_Analytics_Restricted - Carga desconhecida - TAMANHO: P,SQUAD_7,SQUAD_7,RH,Dev,Dev 4 - Squad 7,"7,01 dias",24/05/2026,31/05/2026,7.01,Refined
BF3E4-3764,[RH - 67] Entidade: People_Analytics_Restricted - Carga desconhecida - TAMANHO: P,SQUAD_7,SQUAD_7,RH,QA,QA - 16,"3,14 dias",05/06/2026,08/06/2026,3.14,Refined
BF3E4-3800,[RH - 72] Entidade: External Tables - Lote 3 - TAMANHO: P,SQUAD_7,SQUAD_7,RH,Dev,Dev 5 - Squad 7,"7,01 dias",24/05/2026,31/05/2026,7.01,Refined
BF3E4-3800,[RH - 72] Entidade: External Tables - Lote 3 - TAMANHO: P,SQUAD_7,SQUAD_7,RH,QA,QA - 17,"3,14 dias",05/06/2026,08/06/2026,3.14,Refined
BF3E4-1256,[FINANCE - 34] Entidade: Classificação Outros Ingressos Argentina - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 7,"3,14 dias",05/06/2026,06/06/2026,1.32,Test
BF3E4-1323,[FINANCE - 39] Entidade: Análises Divergências Padrões Argentina - Parte 2 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 1,"3,14 dias",05/06/2026,07/06/2026,1.52,Test
BF3E4-1344,[FINANCE - 40] Entidade: Análises Divergências Padrões Argentina - Parte 3 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 6,"3,14 dias",05/06/2026,06/06/2026,1.24,Test
BF3E4-1232,[FINANCE - 32] Entidade: Análise Alíquota Mensal e Novos Fornecedores - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 3,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1244,[FINANCE - 33] Entidade: Análises Divergências Padrões Argentina - Parte 1 - TAMANHO: P,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 21,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1270,[FINANCE - 36] Entidade: Recuperação Fiscal - Garantia e Bonus - TAMANHO: M,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 18,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1392,[FINANCE - 42] Entidade: Recuperação Fiscal - Advertising - TAMANHO: M,SQUAD_8,SQUAD_8,FINANCE,Dev,Dev 4 - Squad 8,"7,01 dias",24/05/2026,26/05/2026,2.07,IN DEVELOPMENT
BF3E4-1392,[FINANCE - 42] Entidade: Recuperação Fiscal - Advertising - TAMANHO: M,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 19,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,Dev,Dev 5 - Squad 8,"7,01 dias",24/05/2026,29/05/2026,5.07,IN DEVELOPMENT
BF3E4-1419,[FINANCE - 43] Entidade: Recuperação Fiscal - Frete - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 20,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 1 - Squad 3,"7,01 dias",24/05/2026,27/05/2026,3.38,IN DEVELOPMENT
BF3E4-1483,[FINANCE - 46] Entidade: Análise Malha Fina - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 22,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1518,[FINANCE - 48] Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 2 - Squad 3,"7,01 dias",24/05/2026,27/05/2026,3.35,IN DEVELOPMENT
BF3E4-1518,[FINANCE - 48] Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 23,"3,14 dias",05/06/2026,08/06/2026,3.14,IN DEVELOPMENT
BF3E4-1526,[FINANCE - 49] Entidade: TPC Integração AWS/Azure via DataStage - Parte 2 - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 3 - Squad 3,"7,01 dias",24/05/2026,28/05/2026,4.35,IN DEVELOPMENT
BF3E4-1526,[FINANCE - 49] Entidade: TPC Integração AWS/Azure via DataStage - Parte 2 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 13,"3,14 dias",05/06/2026,09/06/2026,3.14,IN DEVELOPMENT
BF3E4-1529,[FINANCE - 50] Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 4 - Squad 3,"7,01 dias",24/05/2026,28/05/2026,4.35,IN DEVELOPMENT
BF3E4-1529,[FINANCE - 50] Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 2,"3,14 dias",05/06/2026,09/06/2026,3.14,IN DEVELOPMENT
BF3E4-1532,[FINANCE - 51] Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 5 - Squad 3,"7,01 dias",24/05/2026,28/05/2026,4.35,IN DEVELOPMENT
BF3E4-1532,[FINANCE - 51] Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 11,"3,14 dias",08/06/2026,11/06/2026,3.14,IN DEVELOPMENT
BF3E4-1359,[FINANCE - 41] Entidade: Tax NF Head e Customaterial - TAMANHO: M,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 6 - Squad 3,"7,01 dias",24/05/2026,31/05/2026,7.01,To Do
BF3E4-1359,[FINANCE - 41] Entidade: Tax NF Head e Customaterial - TAMANHO: M,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 1,"3,14 dias",08/06/2026,11/06/2026,3.14,To Do
BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 7 - Squad 3,"7,01 dias",24/05/2026,31/05/2026,7.01,Refined
BF3E4-1440,[FINANCE - 44] Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 16,"3,14 dias",08/06/2026,11/06/2026,3.14,Refined
BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 8 - Squad 3,"7,01 dias",24/05/2026,31/05/2026,7.01,Refined
BF3E4-1464,[FINANCE - 45] Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 17,"3,14 dias",08/06/2026,11/06/2026,3.14,Refined
BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,SQUAD_3,SQUAD_8,FINANCE,Dev,Dev 9 - Squad 3,"7,01 dias",24/05/2026,31/05/2026,7.01,Refined
BF3E4-1502,[FINANCE - 47] Entidade: Vinculação NFe/CTe - TAMANHO: G,SQUAD_8,SQUAD_8,FINANCE,QA,QA - 4,"3,14 dias",08/06/2026,11/06/2026,3.14,Refined
